kyc_verified,account_age_days,transaction_amount,hour,day,weekday,channel_atm,channel_mobile,channel_pos,channel_web,avg_txn_per_customer,txns_count_per_customer,amt_deviation,high_amount_flag,is_night,is_weekend,is_fraud
1,0.12278353964536634,0.02742137739246796,19,4,0,1,0,0,0,45145.333333333336,9,-36250.333333333336,0,0,0,0
1,0.3395784543325527,0.012226136381082515,8,6,2,0,0,0,1,27441.8,10,-22891.8,0,0,0,0
1,0.579458012713282,0.6975577348340565,5,1,4,0,1,0,0,79004.6,5,121512.4,0,1,0,1
1,0.3007694881231181,0.2614036087176129,6,13,2,0,0,0,1,16787.875,8,59013.125,0,0,0,0
1,0.10137169621947138,0.026501619421007806,15,13,2,1,0,0,0,34784.555555555555,9,-26152.555555555555,0,0,0,0
1,0.9220475075276012,0.8732175186685512,17,3,6,0,0,0,1,70872.88888888889,9,179873.11111111112,1,0,0,1
1,0.04784208765473403,0.9422238467782539,5,15,4,0,1,0,0,49611.0,8,220867.0,1,1,0,0
1,0.2428905988624958,0.06688354070028693,14,2,5,0,0,0,1,15535.666666666666,3,4643.333333333334,0,0,0,0
0,0.4493141518902643,0.21881147056395045,8,25,0,1,0,0,0,57929.857142857145,7,5692.142857142855,0,0,0,0
1,0.49447975911676145,0.032229997965691204,7,19,1,0,0,0,1,59788.848750000005,8,-49518.848750000005,0,0,0,0
1,0.7219805955168953,0.05033139439260285,15,22,4,0,1,0,0,35677.75,8,-20231.75,0,0,0,0
1,0.24389427902308464,0.0127122442063029,6,14,3,0,0,1,0,8656.875,8,-3967.875,0,0,0,0
1,0.5680829708932753,0.02613091848954478,9,3,6,0,1,0,0,46451.5,4,-37925.5,0,0,0,0
1,0.8340582134493141,0.7635529921702716,19,24,6,0,1,0,0,102603.28571428571,7,116784.71428571429,0,0,0,1
1,0.31314821010371363,0.026830354209286342,16,19,1,0,0,1,0,20920.0,9,-12194.0,0,0,0,0
0,0.34292405486784877,0.8043021172024151,16,18,0,0,1,0,0,73973.83333333333,6,157066.1666666667,1,0,0,1
1,0.7116092338574774,0.040976441641059444,7,24,6,0,1,0,0,72386.75,4,-59615.75,0,0,0,0
1,0.6838407494145199,0.18713402681685506,10,8,4,0,0,0,1,22707.714285714286,7,31856.285714285714,0,0,0,0
1,0.921378387420542,0.05318858930774713,7,9,5,0,0,0,1,55956.0,10,-39693.0,0,0,0,0
1,0.24824355971896955,0.9907437026567261,10,18,0,0,0,0,1,31978.923076923078,13,252373.07692307694,1,0,0,0
1,0.08129809300769487,0.01802096131914136,18,8,4,0,1,0,0,36808.454545454544,11,-30601.454545454544,0,0,0,0
1,0.4851120776179324,0.7611539276515581,12,2,5,0,0,0,1,76200.26666666666,15,142501.73333333334,0,0,0,0
0,0.050518568082970894,0.036762341429616534,20,24,6,0,0,0,1,12150.083333333334,12,-584.0833333333339,0,0,0,0
1,0.10070257611241216,0.04482683527823675,18,10,6,0,0,0,1,21469.5,10,-7597.5,0,0,0,0
1,0.4847775175644028,0.025050290302544066,19,11,0,0,0,0,1,49566.0,9,-41349.0,0,0,0,0
0,0.09200401472064235,0.02610993541795253,8,17,6,0,1,0,0,62043.142857142855,7,-53523.142857142855,0,0,0,0
0,0.7209769153563065,0.01587369365953476,11,12,1,0,0,1,0,80726.6,10,-75133.6,0,0,0,0
1,0.2746738039478086,0.005661932151307949,6,24,6,0,0,0,1,29107.6,10,-26434.6,0,0,0,0
1,0.3686851789896286,0.01681093752398846,7,11,0,0,0,0,1,33396.2,10,-27535.199999999997,0,0,0,0
1,0.024757443961191034,0.02062985655377739,8,17,6,0,0,1,0,62588.5,12,-55635.5,0,0,0,0
1,0.8169956507193041,0.0072251709849303425,8,6,2,0,1,0,0,24191.625,8,-21071.625,0,0,0,0
1,0.5292740046838408,0.016020575160680492,17,22,4,0,0,0,1,30327.5,8,-24692.5,0,0,0,0
1,0.43994647039143525,0.010400609152557035,17,8,4,0,0,1,0,60006.0,9,-55978.0,0,0,0,0
1,0.6540649046503847,0.17195627169846317,22,23,5,0,1,0,0,21437.8,10,28786.2,0,1,0,0
1,0.5480093676814988,0.037787014759037924,22,12,1,0,0,1,0,79113.375,8,-67254.375,0,1,0,0
1,0.38976246236199397,0.013757900607316537,18,2,5,0,1,0,0,42392.916666666664,12,-37404.916666666664,0,0,0,0
1,0.02275008364001338,0.020444506088045874,18,3,6,0,1,0,0,46847.3,10,-39947.3,0,0,0,0
1,0.05888256942121111,0.012222639202483804,7,20,2,0,0,0,1,63465.0,3,-58916.0,0,0,0,0
1,0.28471060555369687,0.012908086207830537,20,16,5,1,0,0,0,6857.875,8,-2112.875,0,0,0,0
1,0.1609233857477417,0.03887813448183476,3,5,1,0,1,0,0,14119.2,5,-1948.2000000000007,0,1,0,0
1,0.18634994981599196,0.01656613502207891,17,4,0,0,1,0,0,15854.75,8,-10063.75,0,0,0,0
0,0.736701237872198,0.009823574683770247,3,10,6,1,0,0,0,41678.818181818184,11,-37815.818181818184,0,1,0,0
0,0.1846771495483439,0.005021948467744419,21,8,4,0,0,0,1,54922.875,8,-52432.875,0,0,0,0
1,0.10103713616594177,0.02979246448239186,4,23,5,0,1,0,0,9188.2,10,384.7999999999993,0,1,0,0
0,0.4670458347273335,0.017961509282963327,19,19,1,1,0,0,0,36886.63636363636,11,-30696.63636363636,0,0,0,0
1,0.5888256942121111,0.01613248487583914,13,2,5,0,0,0,1,8414.0,3,-2747.0,0,0,0,0
1,0.6473737035797925,0.006011650011178731,3,13,2,0,0,1,0,11079.0,7,-8306.0,0,1,0,0
1,0.04449648711943794,0.6716786132036187,17,8,4,1,0,0,0,77992.85266666667,15,115124.14733333333,0,0,0,0
1,0.5383071261291401,0.007693792917157189,23,11,0,1,0,0,0,48282.0,7,-45028.0,0,1,0,0
1,0.3593174974907996,0.02802638929004441,17,3,6,0,1,0,0,5554.75,4,3513.25,0,0,0,0
1,0.2713282034125125,0.01121195458745725,13,13,2,0,0,0,1,63014.875,8,-58754.875,0,0,0,0
1,0.625627300100368,0.4566615814192662,1,11,0,0,0,1,0,26236.75,12,105397.25,0,1,0,0
1,0.9364335898293743,0.028057863897432783,3,9,5,0,0,0,1,41087.75,8,-32010.75,0,1,0,0
1,0.7169621947139512,0.030327532807994155,1,13,2,0,1,0,0,14972.833333333334,6,-5246.833333333334,0,1,0,0
1,0.5135496821679492,0.010110343328864287,9,19,1,0,0,0,1,8178.857142857143,7,-4233.857142857143,0,0,0,0
1,0.04717296754767481,0.3627763247583563,8,6,2,0,0,1,0,28806.0,6,75982.0,0,0,0,0
1,0.09668785547005687,0.036975669324137705,23,1,4,0,1,0,0,57154.57142857143,7,-45527.57142857143,0,1,0,0
0,0.4924723987955838,0.02819425386278239,21,9,5,0,0,1,0,39097.88888888889,9,-29981.88888888889,0,0,0,0
0,0.3646704583472733,0.5521590374141805,17,24,6,0,0,0,1,62588.5,12,96352.5,0,0,0,0
1,0.1756440281030445,0.029449740979718496,13,21,3,1,0,0,0,27332.555555555555,9,-17857.555555555555,0,0,0,0
0,0.9775844764135162,0.016891372631758737,0,14,3,0,1,0,0,7319.375,8,-1435.375,0,1,0,0
1,0.42890598862495816,0.019237979471491678,22,23,5,1,0,0,0,36744.71428571428,7,-30189.714285714283,0,1,0,0
1,0.22917363666778184,0.022525327354277022,16,3,6,0,0,0,1,9372.0,5,-1877.0,0,0,0,0
1,0.7186349949815992,0.027068162353998473,21,4,0,0,0,1,0,50405.142857142855,7,-41611.142857142855,0,0,0,0
1,0.1756440281030445,0.6304818493108407,17,24,6,0,0,0,1,58716.625,8,122620.375,0,0,0,0
1,0.24088323854131816,0.027820055752720653,7,1,4,0,0,1,0,33602.0,10,-24593.0,0,0,0,0
1,0.6269655403144865,0.5624442396729802,0,20,2,0,1,0,0,25177.11111111111,9,136704.88888888888,0,1,0,0
1,0.46738039478086313,0.03019464002124326,8,21,3,0,0,0,1,62296.857142857145,7,-52608.857142857145,0,0,0,0
1,0.947808631649381,1.0,3,22,4,0,0,0,1,64793.679000000004,10,222205.11100000003,1,1,0,0
1,0.9391100702576112,0.047967301659876366,3,9,5,0,0,0,1,23552.222222222223,9,-8782.222222222223,0,1,0,0
1,0.7203077952492473,0.014621703721197365,0,23,5,0,0,0,1,34784.555555555555,9,-29549.555555555555,0,1,0,0
1,0.9856139176982268,0.010477547081728607,18,14,3,0,1,0,0,47928.454545454544,11,-43878.454545454544,0,0,0,0
1,0.6500501840080294,0.2356748657669195,0,15,4,0,0,0,1,18226.909090909092,11,50217.09090909091,0,1,0,1
0,0.33522917363666777,0.06750603849085693,9,14,3,0,1,0,0,79756.98764705882,17,-59399.98764705882,0,0,0,1
1,0.5627300100368016,0.009980947720712098,10,10,6,0,0,0,1,15419.9,10,-11511.9,0,0,0,0
1,0.9896286383405821,0.019832499833272007,12,17,6,0,0,1,0,14666.375,8,-7941.375,0,0,0,0
0,0.14018066242890598,0.02934132844315855,4,20,2,0,1,0,0,17695.333333333332,9,-8251.333333333332,0,1,0,0
1,0.20408163265306123,0.05240871848023529,19,20,2,0,0,1,0,49611.0,8,-33571.0,0,0,0,0
1,0.5945132151221144,0.6495519642095944,4,21,3,0,0,0,1,27712.18181818182,11,159077.81818181818,0,1,0,0
1,0.11709601873536299,0.037807997830630165,2,7,3,0,1,0,0,9133.4,10,2731.6000000000004,0,1,0,0
0,0.47607895617263296,0.20042330549194476,4,11,0,0,1,0,0,14942.666666666666,9,43421.333333333336,0,1,0,0
1,0.570090331214453,0.010970649264146409,8,5,1,0,1,0,0,11398.42857142857,7,-7207.428571428571,0,0,0,0
1,0.15490130478420877,0.03537396152592953,14,3,6,0,0,0,1,13713.833333333334,6,-2544.833333333334,0,0,0,0
1,0.1254600200736032,0.01858050989493461,7,18,0,0,0,0,1,139349.516,5,-132982.516,0,0,0,0
1,0.8009367681498829,0.062018965269484354,20,22,4,0,0,0,1,60806.88888888889,9,-42018.88888888889,0,0,0,0
1,0.9892940782870525,0.004962496431566386,10,2,5,0,0,1,0,9188.2,10,-6715.200000000001,0,0,0,0
0,0.9648711943793911,0.043074748800284134,5,13,2,0,1,0,0,63747.36363636364,11,-50376.36363636364,0,1,0,1
1,0.7099364335898294,0.013523589641203114,18,12,1,0,1,0,0,23733.333333333332,9,-18812.333333333332,0,0,0,0
1,0.9899631983941117,0.022217575637590737,16,12,1,0,1,0,0,13271.25,4,-5864.25,0,0,0,0
1,0.9819337571094011,0.0189337249334041,8,7,3,0,0,1,0,112348.63166666667,6,-105880.63166666667,0,0,0,0
0,0.8788892606222817,0.010554485010900179,14,24,6,0,0,0,1,62588.5,12,-58516.5,0,0,0,0
1,0.24523251923720307,0.02321776871682117,19,14,3,0,0,0,1,81410.0,10,-73717.0,0,0,0,0
1,0.6634325861492137,0.010967152085547702,19,24,6,0,1,0,0,38947.0,7,-34757.0,0,0,0,0
1,0.13014386082301774,0.04827855055516136,23,3,6,0,1,0,0,39981.0,8,-25122.0,0,1,0,0
1,0.07293409166945466,0.04502617445836309,0,12,1,0,0,1,0,26077.5,10,-12148.5,0,1,0,0
0,0.6012044161927066,0.029575639409271978,19,10,6,0,1,0,0,73852.72375,8,-64341.723750000005,0,0,0,1
0,0.9695550351288056,0.23278619624438687,13,5,1,0,1,0,0,62678.142857142855,7,4939.857142857145,0,0,0,0
1,0.827367012378722,0.07073743151606295,10,15,4,0,1,0,0,14787.142857142857,7,6493.857142857143,0,0,0,0
1,0.039143526262964204,0.013310261746681935,0,22,4,0,1,0,0,26236.75,12,-21376.75,0,1,0,0
0,0.37838742054198726,0.009526314502880082,9,25,0,1,0,0,0,40694.8,10,-36916.8,0,0,0,0
0,0.09969889595182335,0.3794683582099887,6,8,4,0,1,0,0,50983.375,8,58577.625,0,0,0,1
1,0.2853797256607561,0.03677633014401136,14,20,2,1,0,0,0,45097.52636363637,11,-33527.52636363637,0,0,0,0
1,0.07293409166945466,0.01784610238920597,1,17,6,0,0,1,0,39722.4,5,-33565.4,0,1,0,0
1,0.0665774506523921,0.06579941533468751,15,19,1,0,0,0,1,21939.166666666668,6,-2070.166666666668,0,0,0,0
1,0.27266644362663095,0.5801854267042249,5,25,0,0,0,1,0,37866.5,14,129088.5,0,1,0,1
1,0.8277015724322516,0.043151686729455706,2,6,2,0,0,1,0,10553.818181818182,11,2839.181818181818,0,1,0,0
1,0.3017731682837069,0.04853034741426832,16,4,0,0,1,0,0,33602.0,10,-18671.0,0,0,0,0
1,0.44061559049849447,0.026372223812855616,5,15,4,0,1,0,0,12879.545454545454,11,-4284.545454545454,0,1,0,0
0,0.2311809969889595,0.01755583656551322,13,7,3,0,1,0,0,9845.333333333334,3,-3771.333333333334,0,0,0,1
0,0.38541318166610905,0.02585813855884557,14,4,0,0,0,0,1,15246.6,5,-6798.6,0,0,0,0
1,0.0003345600535296085,0.020955094163457217,9,5,1,0,0,0,1,59822.333333333336,6,-52776.333333333336,0,0,0,0
1,0.5704248912679826,0.01744742402895328,11,19,1,0,1,0,0,46833.098750000005,8,-40790.098750000005,0,0,0,0
1,0.21311475409836064,0.008826878783138519,21,16,5,0,0,1,0,41087.75,8,-37509.75,0,0,0,0
1,0.5593844095015055,0.06504752193596533,4,20,2,0,1,0,0,35422.2,5,-15768.199999999997,0,1,0,0
1,0.9190364670458347,0.034706000413576334,15,22,4,0,1,0,0,45590.0,12,-34612.0,0,0,0,0
1,0.8932753429240549,0.010257224830010014,4,19,1,1,0,0,0,77539.5,4,-73552.5,0,1,0,0
1,0.1331549013047842,0.015884185195330885,14,22,4,0,0,0,1,61615.57142857143,7,-56019.57142857143,0,0,0,0
1,0.5617263298762127,0.4671391285009948,20,15,4,0,1,0,0,36643.28571428572,7,97986.71428571429,0,0,0,0
1,0.3402475744396119,0.04711399008179166,14,6,2,0,0,0,1,50837.232500000006,12,-36311.232500000006,0,0,0,0
1,0.8491134158581465,0.014649681149987027,23,17,6,0,0,1,0,79756.98764705882,17,-74513.98764705882,0,1,0,0
1,0.3556373369019739,0.031499087638561275,18,8,4,0,0,0,1,26236.75,12,-16175.75,0,0,0,0
1,0.5165607226497156,0.20793874230056786,0,22,4,0,0,0,1,13072.777777777777,9,47440.22222222222,0,1,0,0
1,0.773502843760455,0.14226172821683514,18,19,1,0,1,0,0,84732.5,8,-42999.5,0,0,0,0
1,0.656406825025092,0.052538114088387475,14,6,2,0,1,0,0,67025.66666666667,9,-50948.66666666667,0,0,0,0
0,0.6373369019739042,0.1349176531595487,4,16,5,0,0,0,1,13574.8,5,26058.2,0,1,0,0
1,0.7447306791569086,0.790407826629749,4,17,6,0,1,0,0,32960.444444444445,9,194106.55555555556,0,1,0,1
1,0.7815322850451656,0.04821560134038462,0,21,3,0,0,0,1,41953.75,8,-27112.75,0,1,0,0
1,0.0016728002676480425,0.012708747027704193,9,20,2,0,1,0,0,26729.9,10,-22041.9,0,0,0,0
1,0.2924054867848779,0.021563603239632374,1,17,6,0,0,0,1,50837.232500000006,12,-43617.232500000006,0,1,0,0
1,0.6420207427233188,0.05515050650162221,5,17,6,0,0,0,1,7124.333333333333,6,9699.666666666668,0,1,0,0
1,0.6015389762462362,0.12083101776395366,15,9,5,0,1,0,0,18070.75,4,17534.25,0,0,0,0
1,0.8236868517898963,0.01918552179251106,18,14,3,0,1,0,0,55725.77777777778,9,-49185.77777777778,0,0,0,0
1,0.08263633322181331,0.06210289755585335,18,25,0,0,1,0,0,23233.428571428572,7,-4421.4285714285725,0,0,0,0
1,0.04248912679826029,0.5962479680080899,16,8,4,0,0,1,0,40738.4,5,130809.6,0,0,0,0
1,0.2750083640013382,0.03562575838503649,6,9,5,0,0,0,1,72961.0,9,-61720.0,0,0,0,0
1,0.2231515557042489,0.012047780272548415,18,18,0,0,0,1,0,69180.36363636363,11,-64681.36363636363,0,0,0,0
1,0.8149882903981265,0.011572163983124155,9,5,1,0,0,0,1,41678.818181818184,11,-37315.818181818184,0,0,0,0
1,0.32719973235195715,1.0,5,3,6,0,1,0,0,45374.598750000005,8,241624.19125000003,1,1,0,0
1,0.8317162930746068,0.03002677544850528,21,4,0,0,0,0,1,21437.8,10,-11797.8,0,0,0,0
1,0.8802275008364001,0.009799094433579292,14,17,6,0,1,0,0,62588.5,12,-58732.5,0,0,0,0
1,0.8186684509869522,0.058521786670776545,1,16,5,1,0,0,0,58493.0,9,-40705.0,0,1,0,0
1,0.5466711274673803,0.01641925352093318,14,8,4,0,0,0,1,25177.11111111111,9,-19428.11111111111,0,0,0,0
1,0.04248912679826029,0.9203839664293235,12,17,6,0,0,0,1,86327.875,8,177905.125,1,0,0,0
1,0.37035797925727665,0.0268128683162928,12,20,2,0,1,0,0,9516.777777777777,9,-795.7777777777774,0,0,0,0
1,0.7035797925727668,0.027547275822021444,7,5,1,1,0,0,0,38238.1,10,-29307.1,0,0,0,0
1,0.7641351622616259,0.0031159861314486613,6,4,0,0,0,0,1,7467.625,8,-5522.625,0,0,0,0
1,0.21043827367012377,0.032303438716264066,13,4,0,0,0,0,1,6724.25,4,3566.75,0,0,0,0
0,0.8347273335563733,0.026123924132347362,15,21,3,0,1,0,0,14666.375,8,-6142.375,0,0,0,0
1,0.005018400802944129,0.029089531584051587,5,5,1,0,0,0,1,15137.5,8,-5765.5,0,1,0,0
1,0.011040481766477083,0.672500450174315,15,23,5,0,1,0,0,62588.5,12,130763.5,0,0,0,0
1,0.7132820341251255,0.31541403499605636,19,25,0,0,1,0,0,78477.72375,8,12767.276249999995,0,0,0,0
1,0.3713616594178655,0.2845829084698483,12,16,5,0,1,0,0,22365.88888888889,9,60063.11111111111,0,0,0,0
1,0.978588156574105,0.03326516283090872,11,15,4,0,1,0,0,45389.545454545456,11,-34823.545454545456,0,0,0,0
1,0.508531281365005,0.08414211708490998,15,7,3,0,1,0,0,44530.25,8,-19416.25,0,0,0,0
1,0.10772833723653395,0.000598017540379036,8,15,4,0,0,1,0,20875.0,10,-19650.0,0,0,0,0
1,0.022080963532954166,0.22181904415883916,17,15,4,0,0,1,0,29334.0,3,35148.0,0,0,0,0
0,0.2569421211107394,0.02392419879376015,6,23,5,0,0,0,1,8178.857142857143,7,-283.8571428571431,0,0,0,0
1,0.38106390097022413,0.029334334085961138,5,2,5,0,1,0,0,14358.8,5,-4916.799999999999,0,1,0,0
1,0.20943459350953494,0.0334365245822454,18,13,2,0,0,0,1,18226.909090909092,11,-7611.909090909092,0,0,0,0
1,0.6115757778521245,0.054160804958187904,10,15,4,0,1,0,0,11591.0,6,4950.0,0,0,0,0
1,0.46436935429909665,0.8834887322129561,12,23,5,0,0,1,0,99300.83333333333,6,154382.1666666667,1,0,0,0
1,0.04918032786885246,0.030922053169774484,18,11,0,0,0,0,1,45389.545454545456,11,-35493.545454545456,0,0,0,0
1,0.9986617597858816,0.12562564962278205,18,21,3,0,0,0,1,49566.0,9,-12590.0,0,0,0,0
0,0.2388758782201405,0.1028100564448123,18,23,5,0,1,0,0,25764.375,8,4687.625,0,0,0,0
1,0.18333890933422547,0.01997238697722032,18,8,4,0,0,0,1,6765.0,1,0.0,0,0,0,0
1,0.9963198394111743,0.006892939018053099,10,2,5,0,0,0,1,33075.230769230766,13,-30050.230769230766,0,0,0,0
1,0.7975911676145868,0.012040785915350998,21,11,0,0,0,0,1,23552.222222222223,9,-19055.222222222223,0,0,0,0
1,0.9662094345935095,0.7719532151643679,10,2,5,0,0,0,1,36744.71428571428,7,185045.2857142857,0,0,0,0
1,0.4560053529608565,0.02516919437490013,2,25,0,0,0,1,0,8616.666666666666,6,-365.66666666666606,0,1,0,0
1,0.8166610906657745,0.026617026314765164,8,24,6,0,0,0,1,73316.63636363637,11,-64651.63636363637,0,0,0,0
1,0.6088992974238876,0.47555334020948586,13,6,2,0,0,0,1,30426.571428571428,7,106609.42857142858,0,0,0,0
1,0.06925393108062897,0.024375334832993457,17,3,6,0,0,0,1,31869.14285714286,7,-23845.14285714286,0,0,0,0
1,0.84610237537638,0.034849384736123354,11,7,3,0,1,0,0,38090.1,10,-27071.1,0,0,0,0
1,0.01605888256942121,0.5090807914352976,20,7,3,0,0,0,1,30457.571428571428,7,116165.42857142858,0,0,0,0
1,0.819672131147541,0.008886330819316553,21,17,6,0,0,1,0,34266.545454545456,11,-30671.545454545456,0,0,0,0
1,0.11876881900301103,0.11427730506997522,19,22,4,0,0,0,1,12913.5,8,20817.5,0,0,0,0
1,0.6992305118768819,0.054968653214489405,10,24,6,1,0,0,0,45374.598750000005,8,-28602.598750000005,0,0,0,0
1,0.47607895617263296,0.035765645528984806,11,13,2,0,0,1,0,55956.0,10,-44675.0,0,0,0,0
1,0.12378721980595517,0.06668769869875929,8,21,3,0,1,0,0,50731.98090909091,11,-30608.98090909091,0,0,0,0
0,0.08096353295416527,0.01319135767432587,5,8,4,0,0,0,1,23733.333333333332,9,-18907.333333333332,0,1,0,0
1,0.6664436266309802,0.03396459855065028,13,12,1,0,0,0,1,35422.2,5,-24656.199999999997,0,0,0,0
1,0.4626965540314486,0.06732768238232283,10,14,3,0,1,0,0,54039.8,10,-33733.8,0,0,0,0
1,0.8645031783205085,0.2983303175413687,18,3,6,0,0,0,1,15419.9,10,70940.1,0,0,0,0
0,0.744396119103379,0.0289601359758994,10,10,6,0,1,0,0,23595.25,8,-14260.25,0,0,0,1
1,0.41686182669789223,0.005511553471563514,22,12,1,0,0,0,1,5898.166666666667,6,-3268.166666666667,0,1,0,0
1,0.19003011040481765,1.0,21,14,3,0,1,0,0,88712.69750000001,4,198286.09250000003,1,0,0,0
0,0.4563399130143861,0.7785384024657347,1,15,4,0,1,0,0,44247.333333333336,6,179425.66666666666,0,1,0,0
1,0.3633322181331549,0.8375183195329419,4,18,0,0,0,0,1,51849.2,5,188688.8,1,1,0,0
1,0.10137169621947138,0.050869959896803846,6,20,2,0,1,0,0,67223.57142857143,7,-51623.571428571435,0,0,0,0
0,0.9876212780194045,0.5244194167692301,13,2,5,0,0,1,0,88907.66666666667,9,62101.33333333333,0,0,0,0
1,0.9287387085981933,0.024252933582038682,9,25,0,0,1,0,0,102603.28571428571,7,-94614.28571428571,0,0,0,0
0,0.16393442622950818,0.14353120404816605,20,3,6,0,1,0,0,19327.666666666668,6,22768.333333333332,0,0,0,0
1,0.5941786550685848,0.004504366035135664,19,15,4,0,1,0,0,44392.142857142855,7,-42050.142857142855,0,0,0,0
1,0.16259618601538975,0.03421989258835595,13,15,4,0,0,0,1,26942.363636363636,11,-16103.363636363636,0,0,0,0
1,0.8524590163934426,0.03457310762682544,18,23,5,0,1,0,0,8656.875,8,2283.125,0,0,0,0
1,0.5844764135162261,0.019115578220536906,19,6,2,0,0,0,1,10204.285714285714,7,-3684.2857142857138,0,0,0,0
0,0.5868183338909334,0.14488461216586598,0,2,5,0,1,0,0,38090.1,10,4392.9000000000015,0,1,0,0
1,0.383740381398461,0.062025959626681774,6,10,6,0,1,0,0,45004.833333333336,6,-26214.833333333336,0,0,0,0
1,0.15356306457009034,0.00903321232046228,18,15,4,0,0,0,1,69308.0,6,-65671.0,0,0,0,0
1,0.3258614921378387,0.02843555918609323,21,20,2,0,0,0,1,8157.8,10,1027.1999999999998,0,0,0,0
0,0.20910003345600534,0.03038698484417219,12,14,3,0,0,1,0,43429.7,10,-33686.7,0,0,0,0
0,0.12780194044831047,0.2878632619954362,12,9,5,0,0,1,0,45145.333333333336,9,38221.666666666664,0,0,0,0
1,0.8012713282034125,0.3870082752688027,15,12,1,0,0,0,1,79756.98764705882,17,31960.01235294118,0,0,0,1
1,0.11140849782535965,0.22766632677587864,2,4,0,0,1,0,0,73083.0,8,-6929.0,0,1,0,1
1,0.7564402810304449,0.03789892447419657,7,15,4,0,0,0,1,9911.0,10,1980.0,0,0,0,0
1,0.3188357310137169,0.09000338841634428,22,25,0,0,0,0,1,11158.0,5,15632.0,0,1,0,0
1,0.5433255269320842,0.9158446286082008,20,9,5,0,1,0,0,94073.33333333333,3,168861.6666666667,1,0,0,0
1,0.6457009033121445,0.3044958434108906,17,2,5,0,1,0,0,21607.5,6,66515.5,0,0,0,0
1,0.25593844095015056,0.06841180774792224,2,8,4,0,0,0,1,50304.0,6,-29688.0,0,1,0,0
1,0.9508196721311475,0.03959505609456986,20,15,4,0,0,0,1,55077.9,10,-42701.9,0,0,0,0
1,0.33790565406490464,0.004095196139086849,19,24,6,0,0,1,0,33075.230769230766,13,-30850.230769230766,0,0,0,0
1,0.7136165941786551,0.019661138081935325,14,22,4,0,0,0,1,11160.714285714286,7,-4484.714285714286,0,0,0,0
1,0.571763131482101,0.009382930180333062,21,25,0,1,0,0,0,11294.538461538461,13,-7557.538461538461,0,0,0,0
1,0.25125460020073603,0.011435774017774548,14,11,0,0,1,0,0,52449.142857142855,7,-48125.142857142855,0,0,0,0
0,0.019404483104717297,0.0735421687522266,4,7,3,0,1,0,0,10029.857142857143,7,12053.142857142857,0,1,0,0
1,0.710270993643359,0.04595292678702066,13,7,3,0,0,1,0,32558.315833333338,12,-18364.315833333338,0,0,0,0
1,0.47875543660086983,0.026921280852852746,2,17,6,0,0,0,1,41748.348750000005,8,-32996.348750000005,0,1,0,0
1,0.18501170960187352,0.10203018561730046,11,24,6,0,0,0,1,24942.0,6,5287.0,0,0,0,0
0,0.23820675811308128,0.025365036376427768,3,6,2,0,0,1,0,41087.75,8,-32780.75,0,1,0,1
1,0.12679826028772165,0.031586517103528965,21,16,5,0,0,0,1,67110.2325,12,-57024.2325,0,0,0,0
1,0.15289394446303112,0.022616253997843425,19,10,6,0,1,0,0,21469.5,10,-13948.5,0,0,0,0
0,0.13650050184008028,0.022406423281920957,22,6,2,0,1,0,0,47014.857142857145,7,-39553.857142857145,0,1,0,0
1,0.4419538307126129,0.018094402069714223,15,7,3,0,0,1,0,8034.666666666667,3,-1806.666666666667,0,0,0,0
1,0.2740046838407494,0.5918205399021258,17,1,4,0,1,0,0,189992.758,5,-19710.758,0,0,0,0
1,0.7249916359986618,0.014635692435592196,13,22,4,0,1,0,0,5249.2,5,-10.199999999999818,0,0,0,0
1,0.6845098695215791,0.049866269638974704,16,17,6,0,0,1,0,13317.5,6,1995.5,0,0,0,0
1,0.2579458012713282,0.014709133186165062,16,6,2,0,0,0,1,4972.833333333333,6,287.16666666666697,0,0,0,0
0,0.6771495483439277,0.03842699844260145,2,21,3,0,1,0,0,7319.375,8,4722.625,0,1,0,0
1,0.26229508196721313,0.029327339728763717,16,15,4,0,1,0,0,38090.1,10,-28650.1,0,0,0,0
1,0.9782535965205754,0.9603811980627448,16,22,4,1,0,0,0,88907.66666666667,9,186762.3333333333,1,0,0,0
1,0.9675476748076279,0.029729515267615116,2,4,0,0,0,0,1,32960.444444444445,9,-23405.444444444445,0,1,0,0
1,0.3834058213449314,0.0499082357821592,13,23,5,0,0,0,1,10876.833333333334,6,4448.166666666666,0,0,0,0
1,0.05687520910003346,0.01613598205443785,20,21,3,0,0,0,1,76536.28666666668,9,-70868.28666666668,0,0,0,0
1,0.3084643693542991,0.005112875111310822,12,15,4,1,0,0,0,27560.2,10,-25044.2,0,0,0,0
0,0.855470056875209,0.024564182477323677,17,11,0,0,1,0,0,20920.0,9,-12842.0,0,0,0,0
1,0.7467380394780863,0.03837454076362083,6,18,0,0,0,1,0,45145.333333333336,9,-33118.333333333336,0,0,0,0
0,0.6490465038474406,0.5601990510126098,13,7,3,0,1,0,0,41678.818181818184,11,119561.18181818182,0,0,0,0
1,0.9079959852793577,0.013194854852924577,1,11,0,0,1,0,0,67110.2325,12,-62283.2325,0,1,0,0
1,0.9357644697223151,0.8634009383419784,22,15,4,0,1,0,0,50304.0,6,197635.0,1,1,0,0
0,0.930746068919371,0.0494605969215246,4,5,1,0,0,0,1,60061.5,8,-44864.5,0,1,0,0
1,0.5774506523921044,0.01122594330185208,14,19,1,0,0,0,1,52130.77777777778,9,-47866.77777777778,0,0,0,0
